Time_s,F0_Hz
1.506526,NaN
1.507776,NaN
1.509026,NaN
1.510276,NaN
1.511526,NaN
1.512776,NaN
1.514026,NaN
1.515276,NaN
1.516526,NaN
1.517776,NaN
1.519026,NaN
1.520276,NaN
1.521526,NaN
1.522776,NaN
1.524026,NaN
1.525276,NaN
1.526526,NaN
1.527776,NaN
1.529026,NaN
1.530276,NaN
1.531526,NaN
1.532776,NaN
1.534026,NaN
1.535276,NaN
1.536526,NaN
1.537776,1736.972430
1.539026,1793.317316
1.540276,1838.855354
1.541526,1875.692109
1.542776,1920.337154
1.544026,1971.622866
1.545276,1997.111829
1.546526,2043.856473
1.547776,2068.338406
1.549026,2109.030007
1.550276,2142.737707
1.551526,2160.482837
1.552776,2189.968353
1.554026,2217.957043
1.555276,2244.906285
1.556526,2267.852437
1.557776,2282.711505
1.559026,2294.952911
1.560276,2303.636810
1.561526,2308.458315
1.562776,2316.750981
1.564026,2323.558078
1.565276,2378.403236
1.566526,NaN
1.567776,NaN
1.569026,NaN
1.570276,NaN
1.571526,NaN
1.572776,NaN
1.574026,NaN
1.575276,NaN
1.576526,NaN
1.577776,NaN
1.579026,NaN
1.580276,NaN
1.581526,NaN
1.582776,NaN
1.584026,2253.486588
1.585276,2238.158289
1.586526,2257.726464
1.587776,2289.348932
1.589026,2317.314364
1.590276,2347.249442
1.591526,2394.387259
1.592776,2442.166867
1.594026,2464.281189
1.595276,2480.887529
1.596526,2484.724547
1.597776,2599.061935
1.599026,2691.728617
1.600276,NaN
1.601526,NaN
1.602776,NaN
1.604026,NaN
1.605276,NaN
1.606526,NaN
1.607776,NaN
1.609026,NaN
1.610276,NaN
1.611526,NaN
1.612776,NaN
1.614026,2242.761310
1.615276,2223.377244
1.616526,2191.285673
1.617776,2189.451893
1.619026,2197.217280
1.620276,2212.758947
1.621526,2218.351651
1.622776,2187.848552
1.624026,2141.976546
1.625276,2079.549730
1.626526,1905.355126
1.627776,1807.645735
1.629026,1740.851305
1.630276,1623.593468
1.631526,NaN
1.632776,NaN
1.634026,NaN
1.635276,NaN
1.636526,NaN
1.637776,NaN
1.639026,NaN
1.640276,NaN
1.641526,NaN
1.642776,NaN
1.644026,NaN
1.645276,NaN
1.646526,NaN
1.647776,NaN
1.649026,NaN
1.650276,NaN
1.651526,NaN
1.652776,NaN
1.654026,NaN
1.655276,NaN
1.656526,NaN
1.657776,NaN
1.659026,NaN
1.660276,NaN
1.661526,NaN
1.662776,NaN
1.664026,NaN
1.665276,NaN
1.666526,NaN
1.667776,NaN
1.669026,NaN
1.670276,NaN
1.671526,NaN
1.672776,NaN
1.674026,NaN
1.675276,NaN
1.676526,NaN
1.677776,NaN
1.679026,NaN
1.680276,NaN
1.681526,NaN
1.682776,NaN
1.684026,NaN
1.685276,NaN
1.686526,NaN
1.687776,NaN
1.689026,NaN
1.690276,NaN
1.691526,NaN
1.692776,NaN
1.694026,NaN
1.695276,NaN
1.696526,NaN
1.697776,NaN
1.699026,NaN
1.700276,NaN
1.701526,NaN
1.702776,NaN
1.704026,NaN
1.705276,NaN
1.706526,NaN
1.707776,NaN
1.709026,NaN
1.710276,NaN
1.711526,NaN
1.712776,NaN
1.714026,NaN
1.715276,NaN
1.716526,NaN
1.717776,NaN
1.719026,1737.198154
1.720276,1794.510590
1.721526,1840.692963
1.722776,1873.337241
1.724026,1919.138832
1.725276,1981.635380
1.726526,2009.419032
1.727776,2049.392855
1.729026,2067.932573
1.730276,2100.801876
1.731526,2123.955574
1.732776,2143.533943
1.734026,2170.283489
1.735276,2186.811377
1.736526,2218.491548
1.737776,2238.066038
1.739026,2258.651595
1.740276,2282.678361
1.741526,2298.048143
1.742776,2302.210038
1.744026,2310.032801
1.745276,2324.858528
1.746526,2334.614616
1.747776,NaN
1.749026,NaN
1.750276,NaN
1.751526,NaN
1.752776,NaN
1.754026,NaN
1.755276,NaN
1.756526,NaN
1.757776,NaN
1.759026,NaN
1.760276,NaN
1.761526,NaN
1.762776,NaN
1.764026,NaN
1.765276,2363.647242
1.766526,2348.695765
1.767776,2363.556623
1.769026,2399.716268
1.770276,2428.715384
1.771526,2446.978875
1.772776,2467.904307
1.774026,2461.243402
1.775276,2468.652605
1.776526,2499.056044
1.777776,2575.761595
1.779026,NaN
1.780276,NaN
1.781526,NaN
1.782776,NaN
1.784026,NaN
1.785276,NaN
1.786526,NaN
1.787776,NaN
1.789026,NaN
1.790276,NaN
1.791526,NaN
1.792776,2549.194246
1.794026,2329.613821
1.795276,2287.130440
1.796526,2288.280852
1.797776,2296.852265
1.799026,2306.030590
1.800276,2319.940955
1.801526,2338.750884
1.802776,2361.757761
1.804026,2393.974474
1.805276,2387.076385
1.806526,2369.189382
1.807776,2358.366076
1.809026,2340.556925
1.810276,2313.741435
1.811526,2223.263457
1.812776,2116.875575
1.814026,1811.932712
1.815276,1746.870269
1.816526,1725.804507
1.817776,NaN
1.819026,NaN
1.820276,NaN
1.821526,NaN
1.822776,NaN
1.824026,NaN
1.825276,NaN
1.826526,NaN
1.827776,NaN
1.829026,NaN
1.830276,NaN
1.831526,NaN
1.832776,NaN
1.834026,NaN
1.835276,NaN
1.836526,NaN
1.837776,NaN
1.839026,NaN
1.840276,NaN
1.841526,NaN
1.842776,NaN
1.844026,NaN
1.845276,NaN
1.846526,NaN
1.847776,NaN
1.849026,NaN
1.850276,NaN
1.851526,NaN
1.852776,NaN
1.854026,NaN
1.855276,NaN
1.856526,NaN
1.857776,NaN
1.859026,NaN
1.860276,NaN
